texte,sujet
Y a-t-il un hôpital ou un médecin proche de boulevard Nicolas Royer ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de chemin Lesage ? J’ai besoin d’aide légale.,judiciaire
"Bonjour, est-ce qu’il y a des douches accessibles près de rue de Gaudin ? J’ai besoin de me laver rapidement.",douche
Il y a une maraude ce soir vers chemin de Georges ? Je cherche un endroit pour manger ou discuter.,maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue de Berger ? J’ai besoin de me laver rapidement.",douche
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard de Goncalves ? J’ai besoin de me laver rapidement.",douche
Quel est le commissariat le plus proche de rue de Lenoir ? J’ai besoin d’aide légale.,judiciaire
Y a-t-il un hôpital ou un médecin proche de avenue Guillaume Munoz ? Je me suis fait mal.,santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin de Duval.",maraude
Il y a une maraude ce soir vers avenue de Parent ? Je cherche un endroit pour manger ou discuter.,maraude
Il y a une maraude ce soir vers chemin de Mathieu ? Je cherche un endroit pour manger ou discuter.,maraude
Quel est le commissariat le plus proche de rue de Godard ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à rue Alain Leconte dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers avenue Fouquet ? Je cherche un endroit pour manger ou discuter.,maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard de Lemoine ? J’ai besoin de me laver rapidement.",douche
Y a-t-il un hôpital ou un médecin proche de rue Henry ? Je me suis fait mal.,santé
Il y a une maraude ce soir vers avenue Aubert ? Je cherche un endroit pour manger ou discuter.,maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard Michelle Blanchard ? J’ai besoin de me laver rapidement.",douche
Y a-t-il un hôpital ou un médecin proche de chemin Philippine Hoarau ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de chemin de Weber ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de chemin de Benoit ? J’ai besoin d’aide légale.,judiciaire
Il y a une maraude ce soir vers rue de Collin ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue Guillaume.",maraude
Y a-t-il un hôpital ou un médecin proche de avenue William Étienne ? Je me suis fait mal.,santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Richard Gérard.",maraude
Y a-t-il un hôpital ou un médecin proche de avenue Lemoine ? Je me suis fait mal.,santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard Vallet.",maraude
Il y a une maraude ce soir vers avenue Guérin ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard de Marchal.",maraude
Quel est le commissariat le plus proche de rue Samson ? J’ai besoin d’aide légale.,judiciaire
Quel est le commissariat le plus proche de boulevard Laurent Gaudin ? J’ai besoin d’aide légale.,judiciaire
Y a-t-il un hôpital ou un médecin proche de chemin de Valentin ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de chemin Colin ? J’ai besoin d’aide légale.,judiciaire
Il y a une maraude ce soir vers boulevard Vincent Turpin ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin Girard.",maraude
"J’ai des pensées suicidaires, je suis à rue Catherine Poirier dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers rue de Lefebvre ? Je cherche un endroit pour manger ou discuter.,maraude
Quel est le commissariat le plus proche de boulevard de Léger ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à boulevard Grégoire Lejeune dans Paris. Je veux parler à quelqu’un.",santé
Quel est le commissariat le plus proche de boulevard Gilles Foucher ? J’ai besoin d’aide légale.,judiciaire
Il y a une maraude ce soir vers avenue de Delahaye ? Je cherche un endroit pour manger ou discuter.,maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de rue de Normand ? J’ai besoin de me laver rapidement.",douche
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue Alix Jacquot.",maraude
Quel est le commissariat le plus proche de rue de Dijoux ? J’ai besoin d’aide légale.,judiciaire
Il y a une maraude ce soir vers rue Georges Lefort ? Je cherche un endroit pour manger ou discuter.,maraude
"J’ai des pensées suicidaires, je suis à boulevard Barbe dans Paris. Je veux parler à quelqu’un.",santé
Quel est le commissariat le plus proche de rue Bailly ? J’ai besoin d’aide légale.,judiciaire
Il y a une maraude ce soir vers rue Nathalie De Sousa ? Je cherche un endroit pour manger ou discuter.,maraude
Il y a une maraude ce soir vers boulevard Christophe Pottier ? Je cherche un endroit pour manger ou discuter.,maraude
Y a-t-il un hôpital ou un médecin proche de chemin Michèle Renard ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à rue Ollivier dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à rue Lucy Bouvier dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de rue Hoareau ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de avenue Marchal ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de rue Guillou ? J’ai besoin d’aide légale.,judiciaire
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin Frédérique Chauveau ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à rue Frédérique Costa dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin Sylvie Rousset ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à boulevard de Besnard dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue de Gallet.",maraude
"J’ai des pensées suicidaires, je suis à chemin Laure Cohen dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à rue Klein dans Paris. Je veux parler à quelqu’un.",santé
Quel est le commissariat le plus proche de rue Moreau ? J’ai besoin d’aide légale.,judiciaire
Il y a une maraude ce soir vers boulevard Maryse Vallet ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard Roche.",maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue de Marchand.",maraude
Y a-t-il un hôpital ou un médecin proche de boulevard de Vallet ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à boulevard Gilles dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de rue Alexandria Dumont ? Je me suis fait mal.,santé
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard Denise Gillet ? J’ai besoin de me laver rapidement.",douche
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin de Louis ? J’ai besoin de me laver rapidement.",douche
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard Laetitia Hamel.",maraude
"J’ai des pensées suicidaires, je suis à rue Roland Briand dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue Nathalie Le Roux ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à boulevard de Potier dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à boulevard Carpentier dans Paris. Je veux parler à quelqu’un.",santé
Quel est le commissariat le plus proche de boulevard de Rodrigues ? J’ai besoin d’aide légale.,judiciaire
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Roger Langlois ? J’ai besoin de me laver rapidement.",douche
Il y a une maraude ce soir vers avenue Bodin ? Je cherche un endroit pour manger ou discuter.,maraude
Il y a une maraude ce soir vers chemin Charrier ? Je cherche un endroit pour manger ou discuter.,maraude
Y a-t-il un hôpital ou un médecin proche de avenue Agnès Laporte ? Je me suis fait mal.,santé
Il y a une maraude ce soir vers rue Timothée Brun ? Je cherche un endroit pour manger ou discuter.,maraude
Quel est le commissariat le plus proche de boulevard Susanne Paris ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à boulevard de Reynaud dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à rue Bouvet dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de rue Aubert ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de chemin de Poulain ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à avenue de Ramos dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue Prévost ? J’ai besoin de me laver rapidement.",douche
Il y a une maraude ce soir vers chemin Nath Bernier ? Je cherche un endroit pour manger ou discuter.,maraude
Quel est le commissariat le plus proche de avenue Bouvet ? J’ai besoin d’aide légale.,judiciaire
"Bonjour, est-ce qu’il y a des douches accessibles près de rue de Launay ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à boulevard de Pruvost dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de chemin Delaunay ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de chemin Maurice Grégoire ? J’ai besoin d’aide légale.,judiciaire
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Émile Lopes ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à chemin de Guillaume dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Berthelot ? J’ai besoin de me laver rapidement.",douche
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Maggie Carlier.",maraude
"J’ai des pensées suicidaires, je suis à avenue Éléonore Carre dans Paris. Je veux parler à quelqu’un.",santé
Quel est le commissariat le plus proche de boulevard Alice Bègue ? J’ai besoin d’aide légale.,judiciaire
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin de Samson.",maraude
Y a-t-il un hôpital ou un médecin proche de chemin de Fontaine ? Je me suis fait mal.,santé
Il y a une maraude ce soir vers avenue Alice Masse ? Je cherche un endroit pour manger ou discuter.,maraude
Quel est le commissariat le plus proche de boulevard Éric Gaillard ? J’ai besoin d’aide légale.,judiciaire
Y a-t-il un hôpital ou un médecin proche de rue Anaïs Rémy ? Je me suis fait mal.,santé
Il y a une maraude ce soir vers boulevard Renault ? Je cherche un endroit pour manger ou discuter.,maraude
Quel est le commissariat le plus proche de rue Xavier Besnard ? J’ai besoin d’aide légale.,judiciaire
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard Honoré Michaud.",maraude
"J’ai des pensées suicidaires, je suis à avenue de Coulon dans Paris. Je veux parler à quelqu’un.",santé
Quel est le commissariat le plus proche de rue Danielle Chrétien ? J’ai besoin d’aide légale.,judiciaire
Quel est le commissariat le plus proche de boulevard Dorothée Diaz ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à avenue de Diallo dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue de Vaillant.",maraude
Y a-t-il un hôpital ou un médecin proche de rue Marie ? Je me suis fait mal.,santé
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard de Laine ? J’ai besoin de me laver rapidement.",douche
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Sophie Techer.",maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard de Philippe.",maraude
Il y a une maraude ce soir vers rue Carpentier ? Je cherche un endroit pour manger ou discuter.,maraude
"J’ai des pensées suicidaires, je suis à rue Rodriguez dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à rue Édith Maréchal dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Matthieu Rivière ? J’ai besoin de me laver rapidement.",douche
Il y a une maraude ce soir vers boulevard Marcel Gérard ? Je cherche un endroit pour manger ou discuter.,maraude
Quel est le commissariat le plus proche de boulevard Humbert ? J’ai besoin d’aide légale.,judiciaire
Y a-t-il un hôpital ou un médecin proche de rue de Costa ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à rue de Masson dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à chemin de Cohen dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à rue Lefèvre dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin de Rousset ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à rue de Blanchard dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue de Brunet.",maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Gabriel Lesage ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à rue Gosselin dans Paris. Je veux parler à quelqu’un.",santé
Quel est le commissariat le plus proche de avenue Simon ? J’ai besoin d’aide légale.,judiciaire
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Dominique Leduc ? J’ai besoin de me laver rapidement.",douche
"Bonjour, est-ce qu’il y a des douches accessibles près de rue de Lefebvre ? J’ai besoin de me laver rapidement.",douche
Y a-t-il un hôpital ou un médecin proche de avenue Louise Gomez ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de boulevard Christophe Bertrand ? Je me suis fait mal.,santé
Il y a une maraude ce soir vers chemin Adèle Gonzalez ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard de Hernandez.",maraude
Il y a une maraude ce soir vers rue Adèle Chauveau ? Je cherche un endroit pour manger ou discuter.,maraude
Quel est le commissariat le plus proche de avenue Lombard ? J’ai besoin d’aide légale.,judiciaire
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Susanne Le Roux.",maraude
Il y a une maraude ce soir vers rue de Masse ? Je cherche un endroit pour manger ou discuter.,maraude
"J’ai des pensées suicidaires, je suis à rue Émilie Salmon dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard Véronique Fouquet ? J’ai besoin de me laver rapidement.",douche
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard Adèle Lévêque ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à rue Launay dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers chemin de Fernandez ? Je cherche un endroit pour manger ou discuter.,maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard Lévy ? J’ai besoin de me laver rapidement.",douche
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue Alexandria Fleury ? J’ai besoin de me laver rapidement.",douche
Y a-t-il un hôpital ou un médecin proche de boulevard de Dumas ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de rue Thérèse Payet ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à rue Margot Berger dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard Colas ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à avenue Victoire Fernandez dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à avenue de Gauthier dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de rue de Bodin ? J’ai besoin de me laver rapidement.",douche
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Gilbert Chauveau.",maraude
Y a-t-il un hôpital ou un médecin proche de chemin de Regnier ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de boulevard de Rey ? J’ai besoin d’aide légale.,judiciaire
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue de Fabre.",maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Eugène Lebon.",maraude
Il y a une maraude ce soir vers rue Laetitia Rodriguez ? Je cherche un endroit pour manger ou discuter.,maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard Collin ? J’ai besoin de me laver rapidement.",douche
Quel est le commissariat le plus proche de rue Noémi Barbier ? J’ai besoin d’aide légale.,judiciaire
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Madeleine Ribeiro.",maraude
Quel est le commissariat le plus proche de boulevard Carlier ? J’ai besoin d’aide légale.,judiciaire
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard Valérie Lemaître ? J’ai besoin de me laver rapidement.",douche
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue Descamps.",maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Pascal.",maraude
Il y a une maraude ce soir vers avenue Célina Grégoire ? Je cherche un endroit pour manger ou discuter.,maraude
Y a-t-il un hôpital ou un médecin proche de rue Amélie Hoareau ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de boulevard Barthelemy ? J’ai besoin d’aide légale.,judiciaire
Y a-t-il un hôpital ou un médecin proche de rue Claude Diallo ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à rue Jean Fischer dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de rue de Mendès ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de rue Guyot ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de boulevard Madeleine Muller ? Je me suis fait mal.,santé
Il y a une maraude ce soir vers boulevard Odette Nguyen ? Je cherche un endroit pour manger ou discuter.,maraude
Il y a une maraude ce soir vers chemin de Pages ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard Pauline Gautier.",maraude
"J’ai des pensées suicidaires, je suis à rue De Sousa dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard Gaillard ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à avenue de Garcia dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de chemin Margaret Dupuis ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de chemin Célina Courtois ? Je me suis fait mal.,santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue de Raynaud.",maraude
"J’ai des pensées suicidaires, je suis à boulevard de Morvan dans Paris. Je veux parler à quelqu’un.",santé
Quel est le commissariat le plus proche de chemin de Bourdon ? J’ai besoin d’aide légale.,judiciaire
Il y a une maraude ce soir vers rue Michel Morel ? Je cherche un endroit pour manger ou discuter.,maraude
Y a-t-il un hôpital ou un médecin proche de avenue de Dubois ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de avenue François Bonnin ? J’ai besoin d’aide légale.,judiciaire
Quel est le commissariat le plus proche de avenue de Marchand ? J’ai besoin d’aide légale.,judiciaire
Quel est le commissariat le plus proche de rue Marguerite Marchand ? J’ai besoin d’aide légale.,judiciaire
Y a-t-il un hôpital ou un médecin proche de avenue de Guillon ? Je me suis fait mal.,santé
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard de Charpentier ? J’ai besoin de me laver rapidement.",douche
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Garcia ? J’ai besoin de me laver rapidement.",douche
Quel est le commissariat le plus proche de rue Maurice Joly ? J’ai besoin d’aide légale.,judiciaire
Quel est le commissariat le plus proche de avenue Lucie Gallet ? J’ai besoin d’aide légale.,judiciaire
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue de Baudry.",maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de rue de Delattre ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à rue Camille Hebert dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers chemin Nathalie Camus ? Je cherche un endroit pour manger ou discuter.,maraude
"J’ai des pensées suicidaires, je suis à boulevard de Martins dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers chemin de Delmas ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Alexandrie Lesage.",maraude
Il y a une maraude ce soir vers rue Marty ? Je cherche un endroit pour manger ou discuter.,maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin de Denis ? J’ai besoin de me laver rapidement.",douche
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard Grégoire ? J’ai besoin de me laver rapidement.",douche
Y a-t-il un hôpital ou un médecin proche de chemin Théodore Neveu ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de rue Daniel Legrand ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de chemin Eugène Hebert ? J’ai besoin d’aide légale.,judiciaire
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue Maillet.",maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue Fernandez.",maraude
Il y a une maraude ce soir vers rue Anne Perrot ? Je cherche un endroit pour manger ou discuter.,maraude
"J’ai des pensées suicidaires, je suis à chemin Marc Chauveau dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard de Le Roux ? J’ai besoin de me laver rapidement.",douche
Y a-t-il un hôpital ou un médecin proche de avenue de Allard ? Je me suis fait mal.,santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard Cordier.",maraude
Quel est le commissariat le plus proche de rue Hervé ? J’ai besoin d’aide légale.,judiciaire
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard Jacques Olivier.",maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin Royer ? J’ai besoin de me laver rapidement.",douche
Quel est le commissariat le plus proche de boulevard Diane Georges ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à boulevard de Clerc dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin Simone Maillet.",maraude
Quel est le commissariat le plus proche de rue de Dumas ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à chemin Jacques dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers rue de Ledoux ? Je cherche un endroit pour manger ou discuter.,maraude
Y a-t-il un hôpital ou un médecin proche de chemin Pauline Pages ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à boulevard Barre dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de avenue de Leconte ? Je me suis fait mal.,santé
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin Hernandez ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à rue Pasquier dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Étienne Brun.",maraude
"J’ai des pensées suicidaires, je suis à avenue Allain dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin de Bertrand ? J’ai besoin de me laver rapidement.",douche
Il y a une maraude ce soir vers avenue Joly ? Je cherche un endroit pour manger ou discuter.,maraude
Il y a une maraude ce soir vers boulevard de Boulay ? Je cherche un endroit pour manger ou discuter.,maraude
Quel est le commissariat le plus proche de chemin Andre ? J’ai besoin d’aide légale.,judiciaire
Quel est le commissariat le plus proche de rue Dupré ? J’ai besoin d’aide légale.,judiciaire
Il y a une maraude ce soir vers avenue Jacob ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Robin.",maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Navarro ? J’ai besoin de me laver rapidement.",douche
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin de Costa.",maraude
Quel est le commissariat le plus proche de rue de Mendès ? J’ai besoin d’aide légale.,judiciaire
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard de Gillet ? J’ai besoin de me laver rapidement.",douche
Y a-t-il un hôpital ou un médecin proche de chemin Lombard ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à rue Lejeune dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de boulevard Bernier ? Je me suis fait mal.,santé
Il y a une maraude ce soir vers chemin Guillon ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin de Dupuy.",maraude
"J’ai des pensées suicidaires, je suis à rue de Lelièvre dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de rue de Voisin ? Je me suis fait mal.,santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard de Tessier.",maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Eugène Foucher ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à chemin Pierre dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue de Guyot.",maraude
"J’ai des pensées suicidaires, je suis à rue Henriette Didier dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers boulevard de Raymond ? Je cherche un endroit pour manger ou discuter.,maraude
Y a-t-il un hôpital ou un médecin proche de rue de Camus ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de rue de Boutin ? Je me suis fait mal.,santé
Il y a une maraude ce soir vers avenue Lopez ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Laurence Roy.",maraude
Quel est le commissariat le plus proche de avenue Margot Bertrand ? J’ai besoin d’aide légale.,judiciaire
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Franck Masson ? J’ai besoin de me laver rapidement.",douche
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue Laporte.",maraude
Quel est le commissariat le plus proche de avenue Maillard ? J’ai besoin d’aide légale.,judiciaire
Il y a une maraude ce soir vers rue Benjamin Labbé ? Je cherche un endroit pour manger ou discuter.,maraude
Quel est le commissariat le plus proche de rue Charlotte Aubry ? J’ai besoin d’aide légale.,judiciaire
Quel est le commissariat le plus proche de chemin Renée Schneider ? J’ai besoin d’aide légale.,judiciaire
Il y a une maraude ce soir vers avenue de Louis ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard Lopes.",maraude
Y a-t-il un hôpital ou un médecin proche de rue Bouvet ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de boulevard de Dumont ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de boulevard Zoé Legrand ? J’ai besoin d’aide légale.,judiciaire
"Bonjour, est-ce qu’il y a des douches accessibles près de avenue Constance Toussaint ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à boulevard de Moreau dans Paris. Je veux parler à quelqu’un.",santé
Quel est le commissariat le plus proche de avenue Rodriguez ? J’ai besoin d’aide légale.,judiciaire
Il y a une maraude ce soir vers avenue Lejeune ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin de Gay.",maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Françoise Turpin.",maraude
"J’ai des pensées suicidaires, je suis à chemin Bonnin dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Lamy.",maraude
Y a-t-il un hôpital ou un médecin proche de rue Sophie Mendès ? Je me suis fait mal.,santé
Il y a une maraude ce soir vers boulevard Lefort ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin Launay.",maraude
Y a-t-il un hôpital ou un médecin proche de avenue David Perrin ? Je me suis fait mal.,santé
